,CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,CVE_LOC,NOM_LOC,CVE_SUN,POB_2018,P_TOTAL_1990,P_TOTAL_2000,P_TOTAL_2010,P_TOTAL_2020,CVEGEO,NOMGEO,mts_built_1975,mts_built_1980,mts_built_1985,mts_built_1990,mts_built_1995,mts_built_2000,mts_built_2005,mts_built_2010,mts_built_2015,mts_built_2020
680,30,Veracruz de Ignacio de la Llave,055,Chalma,300550019.0,Las Pilas,C13.03,0,13749.0,12902,12626,13527,30055,Chalma,469523,472579,476558,481991,542204,630792,735127,885919,1070591,1287572
681,30,Veracruz de Ignacio de la Llave,060,Chinampa de Gorostiza,300600002.0,Aquiles Serdán (Río Blanco),C30.01,3389,14189.0,14035,15286,16283,30060,Chinampa de Gorostiza,616467,626532,637266,649575,713087,806922,864827,949959,1057283,1148099
682,30,Veracruz de Ignacio de la Llave,061,Las Choapas,300610001.0,Las Choapas,P30.04,41654,76864.0,73077,77426,81080,30061,Las Choapas,3267211,3334642,3415997,3508059,3789515,4241183,4617638,5258246,6473263,10129515
683,30,Veracruz de Ignacio de la Llave,071,Huatusco,300710001.0,Huatusco de Chicuellar,C30.07,32734,38302.0,46477,54561,59920,30071,Huatusco,423889,553291,740487,987685,1080582,1219610,1491247,2006920,2739775,3849673
684,30,Veracruz de Ignacio de la Llave,077,Isla,300770001.0,Isla,P30.05,28229,31298.0,38847,42205,42807,30077,Isla,1565578,1622975,1685714,1750506,2029786,2539878,2824806,3263860,3803155,4582868
685,30,Veracruz de Ignacio de la Llave,086,Jalacingo,300860001.0,Jalacingo,C30.08,14547,25431.0,33399,40747,46794,30086,Jalacingo,1209644,1211115,1212589,1214195,1352536,1538599,1925961,2493829,3167998,3693601
686,30,Veracruz de Ignacio de la Llave,094,Juan Rodríguez Clara,300940001.0,Juan Rodríguez Clara,P30.06,16618,33378.0,33495,37193,38367,30094,Juan Rodríguez Clara,2230146,2288948,2359356,2427050,2697642,3104393,3350502,3694584,4106595,4650512
687,30,Veracruz de Ignacio de la Llave,097,Lerdo de Tejada,300970001.0,Lerdo de Tejada,P30.07,19913,20512.0,20161,20141,19123,30097,Lerdo de Tejada,1185008,1188525,1192042,1195668,1227677,1272081,1326129,1402930,1484189,1567132
688,30,Veracruz de Ignacio de la Llave,102,Martínez de la Torre,301020001.0,Martínez de la Torre,C30.09,79545,103089.0,119166,101358,108842,30102,Martínez de la Torre,4037899,4114700,4204444,4301906,4758194,5491028,5897467,6459324,7145856,7996453
689,30,Veracruz de Ignacio de la Llave,109,Misantla,301090001.0,Misantla,P30.08,30978,58251.0,60771,62919,65761,30109,Misantla,1897842,1903266,1909985,1916835,2195148,2607038,2878380,3258491,3766389,4853896
690,30,Veracruz de Ignacio de la Llave,128,Perote,301280001.0,Perote,C30.10,40478,44236.0,54365,68982,77432,30128,Perote,2169459,2313640,2519194,2801934,3393509,4313984,4742278,5344950,6101974,6946609
691,30,Veracruz de Ignacio de la Llave,134,Puente Nacional,301340003.0,Cabezas,C30.02,7225,17741.0,18999,21603,23544,30134,Puente Nacional,182983,336552,609771,1023684,1272865,1712645,1891204,2187848,2505149,2878246
692,30,Veracruz de Ignacio de la Llave,141,San Andrés Tuxtla,301410001.0,San Andrés Tuxtla,C30.11,65213,124634.0,142343,157364,162428,30141,San Andrés Tuxtla,6964631,7086801,7217868,7376231,7620062,7947239,8464542,9173218,9968814,10644223
693,30,Veracruz de Ignacio de la Llave,143,Santiago Tuxtla,301430001.0,Santiago Tuxtla,P30.09,15913,51476.0,54539,56427,57085,30143,Santiago Tuxtla,1713403,1736406,1765492,1798004,2022732,2369205,2684121,3136678,3659960,4417747
694,30,Veracruz de Ignacio de la Llave,144,Sayula de Alemán,301440001.0,Sayula de Alemán,P30.10,15205,25501.0,27958,31974,32400,30144,Sayula de Alemán,1529613,1582358,1648560,1718042,1830657,1993946,2129843,2326354,2686498,3696374
695,30,Veracruz de Ignacio de la Llave,153,Tancoco,301530012.0,Kilómetro Cuarenta y Tres,C30.03,0,6999.0,6254,5873,5795,30153,Tancoco,263899,268273,275039,286207,313270,355517,403328,479719,551807,632008
696,30,Veracruz de Ignacio de la Llave,155,Tantoyuca,301550001.0,Tantoyuca,C30.12,35269,85277.0,94829,101743,99959,30155,Tantoyuca,2096435,2108225,2123044,2139131,2587119,3319600,4069604,5353371,7173211,10105196
697,30,Veracruz de Ignacio de la Llave,160,Álamo Temapache,301600001.0,Álamo,C30.13,34066,102131.0,102946,104499,107270,30160,Álamo Temapache,3280686,3647916,4250821,5062090,5798302,6904860,7509218,8336192,9330925,10423195
698,30,Veracruz de Ignacio de la Llave,174,Tierra Blanca,301740001.0,Tierra Blanca,P30.11,51118,85352.0,89382,94087,95602,30174,Tierra Blanca,4018858,4279509,4757388,5432763,5970578,6714249,7273492,8179215,9465788,12160440
699,30,Veracruz de Ignacio de la Llave,183,Tlapacoyan,301830001.0,Tlapacoyan,C30.14,37512,45513.0,51877,58084,61377,30183,Tlapacoyan,1449008,1492015,1538480,1588564,1808933,2119666,2316804,2590899,2922877,3392516
700,30,Veracruz de Ignacio de la Llave,189,Tuxpan,301890001.0,Túxpam de Rodríguez Cano,C30.15,121152,118520.0,126616,143362,154600,30189,Tuxpan,3748327,4256444,5136346,6403802,7187186,8501807,9059704,9911005,10951515,11977632
701,30,Veracruz de Ignacio de la Llave,204,Agua Dulce,302040001.0,Agua Dulce,C30.16,41188,47234.0,44100,46010,44104,30204,Agua Dulce,3573683,3574585,3575488,3576393,3679723,3850916,4013423,4272608,4583332,4867631
702,30,Veracruz de Ignacio de la Llave,207,Tres Valles,302070001.0,Tres Valles,C30.17,18901,42598.0,44215,45095,44978,30207,Tres Valles,2652859,2683349,2723693,2765783,3158521,3697942,3918093,4225915,4631870,5296670
703,31,Yucatán,019,Chemax,310190001.0,Chemax,P31.01,17149,16951.0,25085,33490,38934,31019,Chemax,577047,613941,676593,751243,790670,860831,924019,1015813,1120621,1206346
704,31,Yucatán,040,Izamal,310400001.0,Izamal,P31.02,18044,21901.0,23006,25980,28555,31040,Izamal,1206754,1254594,1313807,1381624,1427753,1501920,1617322,1776430,1965677,2207256
705,31,Yucatán,052,Motul,310520001.0,Motul de Carrillo Puerto,C31.01,26079,26708.0,29485,33978,37804,31052,Motul,1661956,1699210,1754147,1826576,1891989,2022587,2181728,2422259,2662177,2859795
706,31,Yucatán,056,Oxkutzcab,310560001.0,Oxkutzcab,P31.03,26241,21639.0,25483,29325,33854,31056,Oxkutzcab,505065,685232,966868,1378248,1534330,1780195,1950947,2188103,2454589,2668055
707,31,Yucatán,058,Peto,310580001.0,Peto,P31.04,22377,19227.0,21284,24159,25954,31058,Peto,770517,795420,826583,868563,940740,1053919,1151585,1295229,1484254,1710297
708,31,Yucatán,059,Progreso,310590001.0,Progreso,C31.02,53812,37806.0,48797,53958,66008,31059,Progreso,6105133,6114323,6125138,6136478,6247899,6412174,6515274,6645879,6813258,7028420
709,31,Yucatán,079,Tekax,310790001.0,Tekax de -lvaro Obregón,P31.05,29440,28880.0,34802,40547,45062,31079,Tekax,1217093,1329322,1474425,1656599,1747180,1880771,2063948,2335993,2703764,3285065
710,31,Yucatán,089,Ticul,310890001.0,Ticul,P31.06,36479,26618.0,32776,37685,40495,31089,Ticul,1208510,1375555,1595841,1853930,1952809,2117862,2216223,2358339,2528627,2670555
711,31,Yucatán,096,Tizimín,310960001.0,Tizimín,P31.07,52150,54544.0,64104,73138,80672,31096,Tizimín,3914299,4046827,4193591,4350237,4643709,5143132,5396638,5839274,6423153,7360006
712,31,Yucatán,102,Valladolid,311020001.0,Valladolid,P31.08,53939,42717.0,56776,74217,85460,31102,Valladolid,2723216,2931310,3227220,3557245,3832555,4253460,4526347,4942824,5410150,5795234
713,32,Zacatecas,005,Calera,320050001.0,Víctor Rosales,P32.01,35554,21206.0,31897,39917,45759,32005,Calera,1831279,1885588,1942865,2015640,2390438,2975919,3206815,3533269,4010812,4938213
714,32,Zacatecas,010,Fresnillo,320100001.0,Fresnillo,C32.01,136447,160181.0,183236,213139,240532,32010,Fresnillo,10079999,10289629,10551376,10865156,12016479,13683679,15263174,17420198,20663797,28433150
715,32,Zacatecas,020,Jerez,320200001.0,Jerez de García Salinas,P32.02,47437,57974.0,54757,57610,59910,32020,Jerez,4917095,5076887,5263558,5478241,5762696,6153742,6624542,7297285,8269925,10311213
716,32,Zacatecas,022,Juan Aldama,320220001.0,Juan Aldama,P32.03,16942,18312.0,19387,20543,19749,32022,Juan Aldama,1667054,1690143,1713647,1737565,1776236,1831718,2044361,2314170,2622442,2876629
717,32,Zacatecas,024,Loreto,320240001.0,Loreto,P32.04,25923,34558.0,39921,48365,53709,32024,Loreto,1138550,1250996,1391829,1602931,1827033,2162375,2533435,3096467,3925414,5092347
718,32,Zacatecas,029,Miguel Auza,320290001.0,Miguel Auza,P32.05,15675,20663.0,21671,22296,23713,32029,Miguel Auza,1603260,1611153,1621612,1638488,1687031,1751094,2045479,2512567,3236736,4812642
719,32,Zacatecas,034,Nochistlán de Mejía,320340001.0,Nochistlán de Mejía,P32.06,17807,32327.0,29282,27932,27945,32034,Nochistlán de Mejía,1382775,1446651,1531091,1630912,1823756,2136407,2432808,2924322,3699320,5086667
720,32,Zacatecas,036,Ojocaliente,320360001.0,Ojocaliente,P32.07,22867,33341.0,38219,40740,44144,32036,Ojocaliente,1831915,1857468,1889216,1931859,2112503,2365095,2776772,3348905,4162244,5735192
721,32,Zacatecas,039,Río Grande,320390001.0,Río Grande,C32.02,40077,57834.0,59330,62693,64535,32039,Río Grande,5896787,5976094,6063733,6161512,6486111,6933132,7344736,7862298,8480927,9287207
722,32,Zacatecas,042,Sombrerete,320420001.0,Sombrerete,P32.08,25232,63546.0,61652,61188,63665,32042,Sombrerete,6405849,6481417,6571021,6662832,6867830,7160905,7915127,8915327,10362314,13293831
723,32,Zacatecas,048,Tlaltenango de Sánchez Román,320480001.0,Tlaltenango de Sánchez Román,P32.09,17098,22987.0,23456,25493,27302,32048,Tlaltenango de Sánchez Román,935411,968393,1009723,1052053,1351279,1881199,2054305,2339110,2758515,3480640
